,1,0.02,1.21,4.82,2.71,0.25,0.01,0.76,5.29,2.18,0.05,0.00,1.15,5.80,2.97,0.20,0.00,0.80,5.18,2.41,0.19,0.00,1.37,6.24,3.13,0.18,0.01,1.12,6.28,2.87,0.17,0.01,1.03,6.88,2.39,0.29
,2,0.00,0.84,4.31,2.11,0.14,0.01,0.59,4.56,1.78,0.02,0.00,0.93,4.33,2.04,0.16,0.00,0.44,4.02,1.58,0.12,0.00,0.92,4.70,2.30,0.14,0.01,0.79,4.72,2.04,0.18,0.00,1.04,5.52,2.20,0.20
,3,0.00,0.61,3.44,1.83,0.10,0.02,0.39,3.64,1.20,0.03,0.00,0.71,3.26,1.33,0.10,0.00,0.58,2.76,1.21,0.08,0.00,0.76,3.43,1.62,0.11,0.01,0.53,3.53,1.70,0.12,0.00,0.85,4.38,1.91,0.13
,4,0.00,0.55,2.68,1.50,0.09,0.01,0.34,2.75,0.78,0.03,0.00,0.60,2.53,1.07,0.07,0.00,0.49,2.08,0.97,0.03,0.00,0.40,2.32,1.19,0.08,0.00,0.52,2.70,1.30,0.11,0.01,0.55,3.20,1.57,0.11
,5,0.01,0.67,2.49,1.27,0.06,0.00,0.43,2.41,0.82,0.06,0.00,0.48,1.89,0.99,0.05,0.01,0.41,1.82,0.74,0.02,0.00,0.32,1.78,0.84,0.06,0.00,0.39,2.17,1.02,0.09,0.00,0.57,2.63,1.42,0.08
,6,0.00,0.48,2.11,1.04,0.07,0.00,0.30,1.78,0.79,0.06,0.01,0.40,1.29,0.66,0.04,0.00,0.31,1.21,0.39,0.01,0.00,0.25,1.11,0.63,0.03,0.00,0.20,1.37,0.70,0.09,0.00,0.33,1.91,1.01,0.07
,7,0.00,0.37,2.20,1.25,0.06,0.00,0.34,1.82,1.10,0.09,0.00,0.35,1.76,0.89,0.06,0.00,0.21,1.13,0.63,0.06,0.00,0.29,1.36,0.89,0.05,0.00,0.29,1.47,0.85,0.06,0.02,0.36,2.33,1.36,0.11
,8,0.01,0.41,2.59,1.69,0.17,0.01,0.33,2.16,1.70,0.12,0.00,0.42,1.86,1.20,0.06,0.00,0.25,1.35,1.23,0.06,0.00,0.41,2.10,1.25,0.08,0.01,0.37,1.95,1.39,0.06,0.00,0.42,2.26,1.67,0.11
,9,0.01,0.75,3.80,2.77,0.26,0.00,0.76,3.83,3.34,0.20,0.01,0.72,3.62,2.35,0.12,0.01,0.44,3.02,2.14,0.15,0.01,0.85,3.55,2.47,0.14,0.00,0.52,2.95,2.27,0.10,0.01,0.50,2.90,2.14,0.22
,10,0.00,1.23,5.60,3.73,0.37,0.01,1.26,6.51,4.62,0.16,0.01,1.34,6.70,3.65,0.15,0.01,0.98,5.62,2.69,0.18,0.00,1.26,6.44,3.54,0.15,0.01,0.84,5.11,3.07,0.13,0.01,0.67,4.20,3.01,0.25
,11,0.01,1.39,6.79,4.37,0.45,0.00,1.56,8.03,5.03,0.23,0.00,1.35,7.74,4.08,0.19,0.00,1.20,6.88,3.39,0.14,0.01,1.66,8.18,3.77,0.23,0.01,1.22,5.82,3.47,0.15,0.02,1.00,5.26,3.86,0.27
,12,0.01,1.38,7.15,5.37,0.42,0.03,1.38,8.41,6.06,0.31,0.01,1.16,7.34,4.64,0.33,0.00,1.28,7.05,3.90,0.20,0.00,1.71,8.95,4.66,0.26,0.00,1.40,6.16,3.60,0.26,0.00,0.98,5.27,4.33,0.31
,13,0.02,1.59,7.50,5.91,0.33,0.02,1.87,8.32,6.77,0.42,0.03,1.11,7.07,5.07,0.45,0.00,1.69,8.17,4.66,0.28,0.03,1.88,9.32,5.22,0.24,0.01,1.50,6.97,4.10,0.37,0.02,1.31,5.80,5.05,0.23
,14,0.02,1.40,7.52,6.51,0.28,0.54,2.14,9.57,7.34,0.42,0.02,1.46,7.36,4.88,0.59,0.01,1.94,8.02,4.89,0.23,0.03,2.01,9.49,5.79,0.26,0.02,1.63,6.67,4.85,0.53,0.03,1.26,6.40,5.91,0.22
,15,0.02,1.14,7.34,6.42,0.32,0.04,1.97,9.91,7.34,0.38,0.01,1.61,6.88,4.82,0.47,0.04,1.58,7.31,4.30,0.21,0.05,1.78,9.39,5.36,0.30,0.02,1.71,6.34,5.03,0.44,0.01,1.21,5.82,5.51,0.22
,16,0.02,1.01,6.66,6.33,0.24,0.01,1.72,9.56,6.99,0.31,0.01,1.30,6.25,4.84,0.34,0.03,1.22,6.45,4.06,0.17,0.04,1.58,8.39,5.30,0.20,0.01,1.25,5.50,4.91,0.21,0.01,0.88,5.41,5.42,0.27
,17,0.02,1.16,6.03,5.94,0.14,0.01,1.97,9.09,6.32,0.23,0.01,1.50,6.37,4.82,0.33,0.01,1.31,6.63,4.33,0.12,0.01,1.49,8.31,5.55,0.20,0.01,1.14,6.00,4.50,0.12,0.01,0.98,5.67,4.94,0.29
,18,0.02,1.19,5.77,5.81,0.14,0.01,1.91,9.30,5.61,0.27,0.00,1.44,7.39,5.37,0.34,0.02,1.51,7.16,4.99,0.15,0.04,1.70,8.39,6.36,0.18,0.02,1.23,6.20,4.83,0.15,0.01,0.99,5.20,4.47,0.28
,19,0.02,1.41,6.18,6.02,0.31,0.02,2.14,10.91,6.94,0.46,0.01,1.85,9.01,7.13,0.39,0.02,1.90,8.83,6.23,0.29,0.01,2.06,9.30,7.59,0.20,0.01,1.40,7.15,5.48,0.28,0.01,1.07,5.03,4.62,0.21
,20,0.01,1.59,7.39,6.56,0.34,0.02,2.49,11.98,9.02,0.43,0.02,2.30,10.54,8.41,0.33,0.03,1.96,10.64,7.52,0.30,0.00,2.42,10.80,7.82,0.24,0.01,1.58,8.09,5.59,0.29,0.00,1.04,5.51,5.15,0.33
,21,0.00,1.84,7.92,6.26,0.39,0.02,2.63,11.72,9.09,0.35,0.01,2.39,10.74,8.77,0.39,0.00,2.11,11.44,7.09,0.28,0.02,2.74,11.18,7.31,0.26,0.01,1.62,8.60,5.62,0.28,0.01,1.36,6.21,4.82,0.39
,22,0.01,1.79,8.41,5.46,0.33,0.01,2.10,11.33,8.19,0.26,0.02,2.28,9.87,7.80,0.29,0.01,2.21,11.28,6.15,0.20,0.01,2.45,10.55,6.43,0.22,0.02,1.75,8.87,5.57,0.25,0.03,1.34,6.79,4.39,0.35
,23,0.00,1.91,7.92,4.31,0.28,0.01,1.89,9.85,6.49,0.28,0.01,1.93,9.06,6.08,0.18,0.01,2.15,10.76,5.16,0.16,0.01,2.07,9.75,5.39,0.26,0.00,1.66,9.07,4.64,0.23,0.00,1.31,6.59,4.11,0.33
